id,Name,How to,Form check,Movement plane id,Muscles worked (primary),Muscles worked (secondary),Equipment,YT video,"Excercise type (reps, reps x weight, timed, timed x weight)",workout section
dragonfly,Dragonfly,"Lie on a bench holding behind your head and raise your body until it is nearly vertical on your shoulders. Lower it as one straight line under control until it hovers above the bench, then drive back up.",Hips do not pike on the way down · Shoulders stay planted · Shorten the lever by bending the knees to scale it,core_flexion,Abdominals,Other,Bodyweight,https://www.youtube.com/watch?v=czQtRfGoCok,reps,strength
dumbbell_row,Dumbbell Row,"Hold a dumbbell in each hand and hinge forward at the hips with your knees slightly bent and back flat. Let the dumbbells hang at arm's length. Pull the dumbbells toward your torso by driving your elbows back, squeeze your upper back, then lower under control.",Hinge at the hips with a neutral back · Keep the torso still · Drive the elbows back toward the ribs · Lower under control to a full stretch,horizontal_pull,Lats,Biceps; Shoulders; Forearms,Dumbbell,https://www.youtube.com/watch?v=6gvmcqr226U,reps x weight,strength
dumbbell_snatch,Dumbbell Snatch,"Set a dumbbell on the floor between your feet and hinge down to grip it. Drive hard through the legs and hips to pull it up close to your body, then punch the hand through to lock it out overhead.","Drive with the hips, do not curl it up · Keep the dumbbell close to the body · Finish with the arm locked and the ribs down",power_olympic,Full Body,Quadriceps; Glutes; Hamstrings; Shoulders; Traps,Dumbbell,https://www.youtube.com/watch?v=gY7awqQmWlg,reps x weight,strength
dumbbell_squeeze_press,Dumbbell Squeeze Press,"Lie on a bench holding two dumbbells pressed hard together over your chest, palms facing each other. Keeping them squeezed together, lower to the chest and press back up while the pressure never lets off.",Squeeze the dumbbells together the whole set · Elbows stay close to the body · Use a weight you can keep pinned together,horizontal_push,Chest,Triceps; Shoulders,Dumbbell,https://www.youtube.com/watch?v=Aq_wwRslKas,reps x weight,strength
dumbbell_step_up,Dumbbell Step Up,"Hold a dumbbell in each hand and place one whole foot on a box at about knee height. Drive through that heel to stand up on the box, then lower back down under control with the same leg.","Whole foot on the box · Drive through the top heel, do not push off the back foot · Lower slowly rather than dropping",lunge,Quadriceps,Glutes; Hamstrings; Calves,Dumbbell,https://www.youtube.com/watch?v=DxUNi119Qzs,reps x weight,strength
elbow_to_knee,Elbow to Knee,"Lie on your back and cross one ankle over the opposite bent knee, hands behind your head. Flex your spine and rotate to bring the opposite elbow toward the crossed knee until your obliques squeeze. Lower under control, then switch legs and sides.","Bring elbow to the crossed knee · Rotate the torso, not the neck",core_flexion,Abdominals,Other,Bodyweight,https://www.youtube.com/watch?v=z8roFB6MwOU,reps,strength
elliptical_trainer,Elliptical Trainer,"Step onto the pedals and take hold of the moving handles. Push down and around through the balls of your feet, driving each pedal through a smooth oval stride. Keep an upright posture and let your legs power the motion.","Drive the balls of your feet around the oval · Stand tall, don't lean on the handles",cardio,Cardio,,Elliptical trainer,https://www.youtube.com/watch?v=buM-3DkM6GI,timed,warmup/cooldown
ez_bar_biceps_curl,EZ Bar Biceps Curl,"Stand tall holding an EZ bar at the wide outer handles with palms facing forward and elbows close to your torso. Curl the bar up toward your shoulders by flexing the biceps, then lower it slowly back to a full stretch.",Grip the wide outer handles · Keep elbows close to your torso,iso_biceps,Biceps,Forearms,EZ bar,https://www.youtube.com/watch?v=kfRZ-wys0E8,reps x weight,strength
face_pull,Face Pull,"Set a rope on a high pulley and grab both ends with palms facing in. Pull the rope toward your face, separating your hands and flaring your elbows out until your hands reach your ears. Keep your upper arms parallel to the floor and lower under control.",Pull the rope to your forehead · Flare your elbows up and out · Split your hands at the finish,horizontal_pull,Shoulders,Biceps; Forearms,Cable machine,https://www.youtube.com/watch?v=C0XHJJ4dZQ4,reps x weight,strength
farmers_walk,Farmers Walk,"Pick up a heavy dumbbell or kettlebell in each hand with a flat back and stand tall. Walk with short quick steps for the set distance or time, keeping the shoulders back and the ribs down.","Stand tall, shoulders back · Short quick steps · Set the weights down with a hinge, do not drop them",carry,Full Body,Forearms; Traps; Abdominals; Glutes,Bodyweight,https://www.youtube.com/watch?v=8OtwXwrJizk,timed,strength
fire_hydrants,Fire Hydrants,"Start on hands and knees with a flat back. Keeping the knee bent at ninety degrees, lift one leg out to the side as high as you can without tipping the hips, then lower it under control.","Hips stay level, do not tip over · Knee stays bent throughout · Lift only as far as the hips stay square",iso_glute,Glutes,Hamstrings; Abductors,Bodyweight,https://www.youtube.com/watch?v=12whZWUANRY,reps,strength
floor_press_barbell,Floor Press (Barbell),"Lie on the floor under a barbell with your knees bent and unrack it over your chest. Lower until the backs of your upper arms touch the floor, pause, then press back to straight arms.","Pause when the arms touch the floor · Elbows tucked around forty five degrees · Press straight up, no bouncing off the floor",horizontal_push,Chest,Triceps; Shoulders,Barbell,https://www.youtube.com/watch?v=kqg6nkByPqk,reps x weight,strength
floor_press_dumbbell,Floor Press (Dumbbell),"Lie on the floor with a dumbbell in each hand at chest height and knees bent. Press the dumbbells up until the arms are straight, then lower until the upper arms rest on the floor and pause.",Pause with the upper arms on the floor · Keep the elbows tucked in · Do not bounce the arms off the ground,horizontal_push,Chest,Triceps; Shoulders,Dumbbell,https://www.youtube.com/watch?v=T0Y3OBF1bNI,reps x weight,strength
floor_triceps_dip,Floor Triceps Dip,"Sit on the floor with your knees bent and your hands beside your hips, fingers pointing forward. Press through the palms to lift your hips off the floor, then bend the elbows to lower and press back up.","Fingers point forward · Bend the elbows straight back, not out · Keep the hips close to the hands",vertical_push,Triceps,Chest; Shoulders,Dip bars,https://www.youtube.com/watch?v=ufJ08eTsB80,reps,strength
flutter_kicks,Flutter Kicks,"Lie facedown on a bench with your hips at the edge and hold the front for support. Straighten your legs so your toes hang off the floor. Squeeze your glutes to lift both legs, then alternate kicking each leg up and down in small, quick pulses without touching the floor.","Lift from the glutes, not the low back · Keep both legs straight and pulsing",core_flexion,Abdominals,Other,Bodyweight,https://www.youtube.com/watch?v=bfMYh_-o8qA,reps,strength
frog_jumps,Frog Jumps,"Squat down low with your hands between your feet. Jump forward and up as far as you can, land softly in the same low squat, then reset and repeat.",Land softly straight back into the squat · Use the arms to drive the jump · Keep the chest up on landing,power_plyo,Quadriceps,Glutes; Hamstrings; Calves,Bodyweight,https://www.youtube.com/watch?v=E6Q0kMCSPxw,reps,strength
frog_pumps_dumbbell,Frog Pumps (Dumbbell),"Lie on your back with the soles of your feet together and knees dropped out to the sides, holding a dumbbell on your hips. Drive the hips up by squeezing the glutes, then lower almost to the floor.","Soles together, knees stay out wide · Squeeze the glutes at the top · Short quick reps, do not rest at the bottom",hinge,Glutes,Hamstrings; Lower Back; Adductors,Dumbbell,https://www.youtube.com/watch?v=N6t2Fv0SKGc,reps x weight,strength
front_lever_hold,Front Lever Hold,"Hang from the bar and pull your shoulders down and back, then raise your body until it is horizontal and facing up. Hold that straight line for time without letting the hips drop.","Body stays horizontal and straight · Shoulders pulled down, arms straight · Tuck the knees to scale it down",full_body,Full Body,,Bar or gymnastic rings,https://www.youtube.com/watch?v=ivIJmRNniRo,timed,strength
front_lever_hold_tuck,Front Lever Hold (Tuck),Hang from a bar and pull the knees to the chest while rotating back so the back faces the floor and the shins point forward. Hold with the arms straight.,Back parallel to the floor · Knees tight to the chest · Arms stay locked,horizontal_pull,Lats,Biceps; Shoulders; Forearms,Bar or gymnastic rings,https://www.youtube.com/watch?v=BQXsRxfYOUQ,timed,strength
front_lever_raise,Front Lever Raise,"From a hang, pull your shoulders down and lift your straight body up to horizontal, then lower it back to the hang under control. Keep the arms straight for the whole movement.","Arms stay straight throughout · Lower under control, do not drop · Tuck or straddle the legs to scale it",full_body,Full Body,,Bar or gymnastic rings,https://www.youtube.com/watch?v=UJpP-PPsPRw,reps,strength
front_lever_row,Front Lever Row,Hold a full front lever with straight legs together and pull the chest to the bar. Lower to straight arms while holding the flat body line.,"Full lever, legs together · Body parallel to the floor · No hip pike",horizontal_pull,Lats,Biceps; Shoulders; Forearms,Bar or gymnastic rings,https://www.youtube.com/watch?v=8rBKnOcS8nw,reps,strength
front_lever_row_advanced_tuck,Front Lever Row (Advanced Tuck),Row while holding an advanced tuck front lever with the knees opened away from the chest and the hips high.,Open the tuck · Hips stay high · Pull the chest to the bar,horizontal_pull,Lats,Biceps; Shoulders; Forearms,Bar or gymnastic rings,https://www.youtube.com/watch?v=2vFvu-KOimY,reps,strength
front_lever_row_one_leg,Front Lever Row (One Leg),Row from a front lever with one leg extended and the other tucked. Swap which leg extends between sets.,"One leg long, one tucked · Hips stay level · Even work on both sides",horizontal_pull,Lats,Biceps; Shoulders; Forearms,Bar or gymnastic rings,https://www.youtube.com/watch?v=6fkwhX1OVs4,reps,strength
front_lever_row_straddle,Front Lever Row (Straddle),Hold a straddle front lever with the legs wide and row the chest toward the bar. Keep the body flat and the arms straight at the bottom.,Legs wide to lighten the lever · Body flat · Straight arms between reps,horizontal_pull,Lats,Biceps; Shoulders; Forearms,Bar or gymnastic rings,https://www.youtube.com/watch?v=PCDWbh7tkgI,reps,strength
front_lever_row_tuck,Front Lever Row (Tuck),Hold a tuck front lever and pull the chest toward the bar while keeping the knees tucked and the back flat. Lower to straight arms without losing the shape.,Hold the tuck through the pull · Back stays parallel to the floor · Straight arms at the bottom,horizontal_pull,Lats,Biceps; Shoulders; Forearms,Bar or gymnastic rings,https://www.youtube.com/watch?v=VUe3M0iLPG0,reps,strength
front_raise_band,Front Raise (Band),"Stand on the middle of the band holding an end in each hand in front of your thighs. Raise the arms straight out in front to shoulder height, then lower slowly against the band.",Raise only to shoulder height · No swinging or leaning back · Keep the arms nearly straight,iso_shoulder,Shoulders,Traps,Resistance band,https://www.youtube.com/watch?v=EoUMLtzGrmU,reps,strength
front_raise_barbell,Front Raise (Barbell),"Hold a barbell in front of your thighs with an overhand grip about shoulder width. Raise it straight out in front to shoulder height with nearly straight arms, then lower under control.","Stop at shoulder height · Keep the torso still, no swinging · Go lighter than you expect, the lever is long",iso_shoulder,Shoulders,Traps,Barbell,https://www.youtube.com/watch?v=_ikCPws1mbE,reps x weight,strength
front_raise_cable,Front Raise (Cable),"Face away from a low pulley gripping the single handle with one hand, arm hanging straight in front of your thigh. Raise the cable forward and up to shoulder height with a slight elbow bend. Lower it back down under control.",Raise to shoulder height · Don't lean back · Keep the cable taut,iso_shoulder,Shoulders,Traps,Cable machine,https://www.youtube.com/watch?v=vtH93qBItdk,reps x weight,strength
front_raise_dumbbell,Front Raise (Dumbbell),"Sit against an incline bench set to 30 to 60 degrees, holding a dumbbell in each hand with arms straight down and palms facing back. Raise both arms forward to shoulder height. Lower them back down slowly.",Keep your back on the pad · Raise straight to the front,iso_shoulder,Shoulders,Traps,Dumbbell,https://www.youtube.com/watch?v=hRJ6tR5-if0,reps x weight,strength
front_raise_suspension,Front Raise (Suspension),"Hold the handles and lean back with your arms in front of you and your body straight. Raise your arms overhead to pull yourself upright, then lower back to the lean under control.",Body stays in one straight line · Arms stay nearly straight · Walk the feet back to reduce the load,iso_shoulder,Shoulders,Traps,Suspension trainer,https://www.youtube.com/watch?v=hNDZ7PqA4pw,reps,strength
front_squat,Front Squat,"Rack the bar across the front of the shoulders with the elbows high, take a shoulder-width stance and brace. Sit straight down between the hips keeping the torso as upright as possible, then drive up through the mid-foot.","Elbows up, chest tall, don't let them drop · keep the torso vertical · sit between the hips, knees tracking over the toes · brace hard before each rep",squat,Quadriceps,Glutes; Hamstrings; Calves,Barbell,https://www.youtube.com/watch?v=Q1Ypb8ZNzI4,reps x weight,strength
full_squat,Full Squat,"Stand with feet a little wider than your hips and toes turned slightly out. Sit down between your heels as deep as you can while keeping the back flat and heels down, then stand back up.",Heels stay down the whole way · Knees track over the toes · Go only as deep as the back stays flat,squat,Quadriceps,Glutes; Hamstrings; Calves,Bodyweight,https://www.youtube.com/watch?v=8qt4ZysoyaA,reps,strength
glute_bridge,Glute Bridge,"Lie on your back with knees bent and feet flat, heels close to your hips. Drive through the heels to lift the hips until your body forms a straight line from knees to shoulders, then lower slowly.","Squeeze the glutes at the top · Ribs stay down, do not arch the back · Drive through the heels",hinge,Glutes,Hamstrings; Lower Back; Adductors,Bodyweight,https://www.youtube.com/watch?v=tqp5XQPpTxY,reps,strength
glute_ham_raise,Glute Ham Raise,"Set your feet against the footplate between the rollers and lie facedown with your knees just behind the pad. Keep your back arched and body straight from knees to head. Lower your torso under control, then drive your toes into the plate and contract the hamstrings to pull back up.","Straight line, knees to head · Drive the toes into the plate · Control the descent",hinge,Hamstrings,Glutes; Lower Back; Adductors,Machine,https://www.youtube.com/watch?v=SBGYSfoqyfU,reps x weight,strength
glute_kickback_machine,Glute Kickback (Machine),"Set the pad against the back of one thigh and hold the handles with your torso upright. Push the leg back and up by squeezing the glute, then return under control without letting the stack drop.","Push with the glute, do not arch the back · Torso stays still · Return slowly rather than letting it snap back",iso_glute,Glutes,Hamstrings; Abductors,Machine,https://www.youtube.com/watch?v=NLDBFtSNhqg,reps x weight,strength
glute_kickback_on_floor,Glute Kickback on Floor,"Start on hands and knees with a flat back. Drive one heel toward the ceiling by squeezing the glute, keeping the knee bent, then lower it back without touching down.","Keep the back flat, do not arch to go higher · Hips stay square · Push through the heel",iso_glute,Glutes,Hamstrings; Abductors,Bodyweight,https://www.youtube.com/watch?v=54b5RMqeW1s,reps,strength
goblet_squat,Goblet Squat,"Hold a dumbbell or kettlebell vertically against the chest. Sit straight down between the hips until the elbows brush the inside of the knees, then stand back up tall.","Chest up, weight tight to the body · sit between the hips, heels flat · elbows inside the knees at the bottom · brace the core throughout",squat,Quadriceps,Glutes; Hamstrings; Calves,Kettlebell,https://www.youtube.com/watch?v=MWHIs0zxkCU,reps x weight,strength
good_morning_barbell,Good Morning (Barbell),"Set a light bar across your upper back and stand with feet hip width and knees slightly bent. Push the hips straight back and fold forward until you feel the hamstrings load, then drive the hips forward to stand.",Start much lighter than you think · Flat back throughout · Push the hips back rather than bending the knees,hinge,Hamstrings,Glutes; Lower Back; Adductors,Barbell,https://www.youtube.com/watch?v=nWyx81AfTos,reps x weight,strength
gorilla_row_kettlebell,Gorilla Row (Kettlebell),"Stand over two kettlebells with a wide stance and hinge down with a flat back to grip both. Row one to your hip while the other stays on the floor supporting you, then lower it and switch sides.","Keep the torso flat and still · Row to the hip, elbow drives back · The resting bell takes your weight, do not twist",horizontal_pull,Upper Back,Biceps; Shoulders; Forearms,Kettlebell,https://www.youtube.com/watch?v=ljzLtsz63YM,reps x weight,strength
hack_squat,Hack Squat,"Set your shoulders and back against the pad with feet shoulder-width on the platform. Lower under control until the thighs are at least parallel, then press up through the heels without locking the knees hard.","Keep the whole back flat against the pad · knees track over the toes, don't cave in · control the descent · stop just short of locking the knees",squat,Quadriceps,Glutes; Hamstrings; Calves,Barbell; Machine,https://www.youtube.com/watch?v=rYgNArpwE7E,reps x weight,strength
hack_squat_machine,Hack Squat (Machine),"Set your shoulders under the pads with your feet mid platform and release the safeties. Lower until your thighs are at least parallel by bending the knees, then press back up without locking out hard.",Whole foot stays on the platform · Back flat against the pad · Do not slam the knees straight at the top,squat,Quadriceps,Glutes; Hamstrings; Calves,Machine,https://www.youtube.com/watch?v=scs5XcsZuc8,reps x weight,strength
hammer_curl_band,Hammer Curl (Band),"Stand on the band holding an end in each hand with palms facing each other. Curl the hands to shoulder height keeping the thumbs up, then lower slowly against the band.",Palms stay facing each other · Elbows pinned at the sides · Resist the band on the way down,iso_biceps,Biceps,Forearms,Resistance band,https://www.youtube.com/watch?v=JlQ9GfFNqZI,reps,strength
hammer_curl_cable,Hammer Curl (Cable),"Attach a rope to a low pulley and hold one end in each hand with palms facing each other. Curl the rope up to shoulder height keeping the thumbs up, then lower against the cable.","Neutral grip, thumbs up throughout · Elbows stay at the sides · Keep tension at the bottom, do not rest",iso_biceps,Biceps,Forearms,Cable machine,https://www.youtube.com/watch?v=zv6grQkxuG0,reps x weight,strength
hammer_curl_dumbbell,Hammer Curl (Dumbbell),"Rest both upper arms on a preacher bench and hold a dumbbell in each hand with palms facing each other. Lower the dumbbells until your arms are fully extended, then curl them up until your biceps contract. Keep the neutral grip throughout.","Keep palms facing each other, no twist · Upper arms flat on the pad",iso_biceps,Biceps,Forearms,Dumbbell,https://www.youtube.com/watch?v=BbxA1QF3TxY,reps x weight,strength
handstand_hold,Handstand Hold,"Kick or press up into a handstand against a wall with your hands about shoulder width. Push the floor away, stack the hips over the shoulders and hold, breathing steadily.","Push hard through the shoulders · Ribs down, do not arch the back · Come down before the shoulders give out",full_body,Full Body,,Bodyweight,https://www.youtube.com/watch?v=YAvSMC_BFkM,timed,skill work
handstand_push_up,Handstand Push Up,"Kick up to a wall handstand with the hands on parallettes or blocks. Lower until the head passes below the hands, then press all the way back to a locked out handstand.","Full range below the hands · Lock the elbows at the top · Keep the body straight, not arched",vertical_push,Shoulders,Triceps; Chest,Bodyweight,https://www.youtube.com/watch?v=WxgJS48wf1M,reps,strength
handstand_push_up_freestanding,Handstand Push-Up (Freestanding),"Hold a freestanding handstand, lower to full depth, and press back to straight arms with no wall support. Correct the balance with the fingers through the whole rep.",No wall at any point · Full depth then full lockout · Keep the body line tight,vertical_push,Shoulders,Triceps; Chest,Bodyweight,https://www.youtube.com/watch?v=Y5f1M0Y3POs,reps,strength
hang_clean,Hang Clean,"Hold the bar at mid-thigh with a shoulder-width overhand or hook grip, back flat and torso leaning slightly forward. Aggressively extend the hips, knees, and ankles, then pull under the bar and catch it in a front-rack squat.",Lean the torso slightly over the bar · Triple-extend explosively · Keep the bar brushing the thighs · Snap elbows into the front rack,power_olympic,Full Body,Quadriceps; Glutes; Hamstrings; Shoulders; Traps,Barbell,https://www.youtube.com/watch?v=n6lRtVV7LYY,reps x weight,strength
hang_snatch,Hang Snatch,"Take a wide overhand or hook grip with the bar at the hips, feet under the hips and turned out, spine extended and chest up. Violently extend the hips, knees, and ankles, then pull under and catch the bar overhead in a squat.","Take a wide grip at the hips · Keep the bar close on the pull · Extend hips, knees, and ankles · Punch under to lockout in a squat",power_olympic,Full Body,Quadriceps; Glutes; Hamstrings; Shoulders; Traps,Barbell,https://www.youtube.com/watch?v=Bo9dza4AD9Q,reps x weight,strength
hanging_bent_leg_raise,Hanging Bent-Leg Raise,"From a hang, straighten the legs a little and lift the thighs above hip height. Tuck the pelvis at the top, then lower with control and stop any swing before the next rep.",Thighs above hip height · Tuck the pelvis at the top · Stay quiet on the bar,core_flexion,Abdominals,Other,Bodyweight,https://www.youtube.com/watch?v=Kn9RZUWCnLw,reps,strength
hanging_knee_raise,Hanging Knee Raise,Hang from a bar with straight arms and pull the shoulders down away from the ears. Lift the knees toward the chest and lower them under control without swinging.,Pull the shoulders down first · No swing · Lower slower than you lift,core_flexion,Abdominals,Other,Bodyweight,https://www.youtube.com/watch?v=RD_A-Z15ER4,reps,strength
hanging_leg_raise,Hanging Leg Raise,"Hang from the bar with straight arms and the shoulders pulled down. Raise your straight legs until they are at least parallel with the floor, then lower them under control without swinging.",No swinging between reps · Tuck the pelvis as the legs come up · Bend the knees to scale it down,core_flexion,Abdominals,Other,Bodyweight,https://www.youtube.com/watch?v=Yrtvs-nEnk0,reps,strength
hanging_straight_leg_raise,Hanging Straight-Leg Raise,Hang with straight legs together and lift them until they are at least parallel to the floor. Lower slowly and let the swing settle before starting the next rep.,Straight legs to horizontal or higher · Lower with control · Reset the swing between reps,core_flexion,Abdominals,Other,Bodyweight,https://www.youtube.com/watch?v=7FwGZ8qY5OU,reps,strength
headstand_push_up_freestanding,Headstand Push-Up (Freestanding),Kick up to a freestanding handstand and lower under control until the head touches the floor. Press back up while making small balance corrections with the fingers.,Balance with the fingertips · Lower under control · Bail to the side if you lose it,vertical_push,Shoulders,Triceps; Chest,Bodyweight,https://www.youtube.com/watch?v=DKU5UXiAvdY,reps,strength
headstand_push_up_wall,Headstand Push-Up (Wall),Set up in a wall handstand and lower until the head touches the floor between the hands. Press back to straight arms while the wall keeps you upright.,Head and hands make a triangle · Press evenly with both arms · Keep the ribs down,vertical_push,Shoulders,Triceps; Chest,Bodyweight,https://www.youtube.com/watch?v=7TDsXo4-taM,reps,strength
headstand_push_up_wall_eccentric,"Headstand Push-Up (Wall, Eccentric)","Kick up to a handstand with the heels on the wall. Lower slowly until the head touches the floor between the hands, then come down from the wall and reset instead of pressing back up.",Three to five seconds down · Head lands between the hands · Come off the wall to reset,vertical_push,Shoulders,Triceps; Chest,Bodyweight,https://www.youtube.com/watch?v=_vo5z37K1t8,reps,strength
heel_taps,Heel Taps,"Lie on your back with knees bent, feet flat and shoulder-width apart, and arms extended at your sides. Crunch your torso up and to one side, reaching your hand toward that heel. Return to center, then bend to the other side and touch that heel.",Crunch to the side · Reach for your heel,core_flexion,Abdominals,Other,Bodyweight,https://www.youtube.com/watch?v=w2Um9ULrcBI,reps,strength
hex_press_dumbbell,Hex Press (Dumbbell),"Lie on a bench holding two hexagonal dumbbells pressed together over your chest. Keeping them squeezed together, lower to the chest and press straight back up while maintaining the pressure.",Keep the dumbbells pressed together · Elbows tucked close to the body · Press straight up over the chest,horizontal_push,Chest,Triceps; Shoulders,Dumbbell,https://www.youtube.com/watch?v=CkjF7hy_xYw,reps x weight,strength
high_knee_skips,High Knee Skips,Skip forward driving one knee up to hip height while the opposite arm swings up. Stay on the balls of your feet and alternate legs in a steady rhythm.,"Drive the knee to hip height · Stay tall, do not lean back · Land on the ball of the foot",full_body,Full Body,,Bodyweight,https://www.youtube.com/watch?v=GKMOJgDsdu0,reps,warmup/cooldown
high_knees,High Knees,Run on the spot bringing each knee up to hip height as fast as you can. Stay on the balls of your feet and pump the arms in time with the legs.,Knees come up to hip height · Stay tall through the torso · Quick light contacts on the balls of the feet,full_body,Full Body,,Bodyweight,https://www.youtube.com/watch?v=sTvekaq6vOU,reps,warmup/cooldown
hiit,HIIT,"Alternate hard intervals with easy recovery periods on any cardio machine or with bodyweight moves. Work close to your limit during the hard interval, then recover fully before the next one.",Go genuinely hard on the work interval · Recover fully between rounds · Keep the work to rest ratio consistent,cardio,Cardio,,Cardio equipment or open space,https://www.youtube.com/watch?v=7R6HRYiRY40,timed,warmup/cooldown
hiking,Hiking,Walk a route with varied terrain and elevation at a pace you can hold for the whole session. Shorten the stride going uphill and control the descent through the legs.,"Shorten the stride going uphill · Control the descent, do not run down · Keep a pace you can hold for the session",cardio,Cardio,,Cardio equipment or open space,https://www.youtube.com/watch?v=XziSvo_6XV4,timed,warmup/cooldown
hip_abduction_machine,Hip Abduction (Machine),"Sit in the machine with the pads against the outside of your knees and your back flat on the seat. Push the knees apart against the resistance, pause at the widest point, then return slowly.","Back stays flat on the pad · Push the knees apart, do not lean back · Return slowly rather than letting it snap shut",iso_glute,Abductors,Hamstrings,Machine,https://www.youtube.com/watch?v=H98IP8rARy4,reps x weight,strength
hip_adduction_machine,Hip Adduction (Machine),"Sit with the pads against the inside of your knees and your legs open at a comfortable stretch. Squeeze the knees together, pause, then let them open slowly back to the stretch.","Start from a stretch you can control · Squeeze the knees fully together · Open slowly, no bouncing at the end",iso_glute,Adductors,Hamstrings; Abductors,Machine,https://www.youtube.com/watch?v=CjAVezAggkI,reps x weight,strength
hip_thrust,Hip Thrust,"Sit with your upper back against a bench and your feet flat on the floor about shoulder width. Drive through the heels to lift the hips until your torso is parallel to the floor, then lower under control.",Bench sits under the shoulder blades · Tuck the chin and keep the ribs down · Squeeze the glutes hard at the top,hinge,Glutes,Hamstrings; Lower Back; Adductors,Bodyweight,https://www.youtube.com/watch?v=pF17m_CXfL0,reps,strength
hip_thrust_barbell,Hip Thrust (Barbell),"Sit with the upper back on a bench and the bar across the hips. Drive through the heels to lift the hips to a straight line from knees to shoulders, then lower under control.",Tuck the chin and keep the ribs down · drive through the heels · squeeze the glutes hard at lockout · don't hyperextend the lower back at the top,hinge,Glutes,Hamstrings; Lower Back; Adductors,Barbell,https://www.youtube.com/watch?v=EF7jXP17DPE,reps x weight,strength
hip_thrust_machine,Hip Thrust (Machine),"Sit in the machine with the pad across your hips and your feet flat on the platform. Drive the hips up until the body is level, squeeze at the top, then lower under control.","Feet flat and about shoulder width · Ribs down, do not arch the back · Full squeeze at the top before lowering",hinge,Glutes,Hamstrings; Lower Back; Adductors,Machine,https://www.youtube.com/watch?v=ZSPmIyX9RZs,reps x weight,strength
hollow_rock,Hollow Rock,"Lie on your back and press the lower back into the floor, then lift the shoulders and legs to make a shallow banana shape. Rock back and forth along the spine without losing that shape.",Lower back stays pressed to the floor · Rock as one rigid shape · Bend the knees to make it easier,core_anti_extension,Abdominals,Glutes; Lower Back,Bodyweight,https://www.youtube.com/watch?v=7QMpN9uFHeI,reps,strength
incline_bench_press_barbell,Incline Bench Press (Barbell),"Lie back on an incline bench and grip the bar at medium width. Unrack it and hold it straight over your upper chest with arms locked. Lower the bar slowly to your upper chest, then drive it back up until your arms lock out.",Grip at medium width · Lower to your upper chest · Keep shoulder blades pinned,horizontal_push,Chest,Triceps; Shoulders,Barbell,https://www.youtube.com/watch?v=2jFFCy8JBU8,reps x weight,strength
incline_bench_press_dumbbell,Incline Bench Press (Dumbbell),"On a 30-45 degree incline, start with the dumbbells at the upper chest, palms forward. Press up and slightly together until the arms are extended, then lower under control to a full stretch.","Keep the shoulder blades pulled back and down · lower to a controlled stretch, don't bounce · elbows around 45 degrees, not flared to 90 · press in a slight arc toward the top",horizontal_push,Chest,Triceps; Shoulders,Dumbbell,https://www.youtube.com/watch?v=oZVCBM9f8Eo,reps x weight,strength
incline_bench_press_smith_machine,Incline Bench Press (Smith Machine),"Set an incline bench under the Smith machine, with the bar set where your arms are almost fully extended. Lie back and grip slightly wider than shoulder width, then unrack. Lower the bar to your upper chest, then press up and slightly back to lockout.",Set the bar over upper chest · Grip just outside shoulders · Drive up and slightly back,horizontal_push,Chest,Triceps; Shoulders,Smith machine,https://www.youtube.com/watch?v=4gz7KkoauYI,reps x weight,strength
incline_chest_fly_dumbbell,Incline Chest Fly (Dumbbell),"Lie back on a bench set to around thirty degrees holding dumbbells above your chest with a soft elbow bend. Open the arms in a wide arc until you feel the stretch, then bring them back together.","Keep the elbow angle fixed throughout · Open only as far as is comfortable · Lighter than a press, the lever is long",iso_chest,Chest,Shoulders; Biceps,Dumbbell,https://www.youtube.com/watch?v=JSDpq14vCZ8,reps x weight,strength
incline_chest_press_machine,Incline Chest Press (Machine),"Sit in the incline press with your back flat on the pad and the handles level with your upper chest. Press forward and up until your arms are almost straight, then return to a stretch.",Handles line up with the upper chest · Stop just short of locking out · Keep the shoulder blades pinned back,horizontal_push,Chest,Triceps; Shoulders,Machine,https://www.youtube.com/watch?v=TrTSvn5-MTk,reps x weight,strength
incline_push_ups,Incline Push Ups,"Put the hands on a bench, box or bar with the body in a straight line. Lower the chest to the surface and press back up, lowering the hand height as you get stronger.",Lower hands means harder · Straight line from head to heels · Chest touches each rep,horizontal_push,Chest,Triceps; Shoulders,Bodyweight,https://www.youtube.com/watch?v=TdaVgnWOPY0,reps,strength
inverted_row_archer,Inverted Row (Archer),"Set up with the body fully parallel to the floor under the bar or rings. Pull the chest to the bar, pause, then lower to straight arms.",Body parallel to the floor · Pause at the top · No sagging hips,horizontal_pull,Upper Back,Biceps; Shoulders; Forearms,Bar or gymnastic rings,https://www.youtube.com/watch?v=KOaCM1HMwU0,reps,strength
inverted_row_bent_legs,Inverted Row (Bent Legs),"Hang under a bar with the knees bent and the feet flat on the floor. Pull the chest to the bar keeping the body in one line, then lower to straight arms.",Knees bent to lighten the load · Chest touches the bar · Hips stay up,horizontal_pull,Upper Back,Biceps; Shoulders; Forearms,Bar or gymnastic rings,https://www.youtube.com/watch?v=-shmmb8j88Q,reps,strength
